#t	theta	v
000.0	0.7854	0.00
000.1	0.7479	0.28
000.2	0.6472	0.28
000.3	0.4957	0.98
000.4	0.3051	-0.98
000.5	0.0944	0.60
000.6	-0.1139	-0.04
000.7	-0.3017	-0.24
000.8	-0.4507	0.62
000.9	-0.5476	0.60
001.0	-0.5866	0.68
001.1	-0.5678	0.44
001.2	-0.4974	-0.18
001.3	-0.3851	-0.22
001.4	-0.2425	-0.10
001.5	-0.0838	0.06
001.6	0.0738	-0.56
001.7	0.2176	0.82
001.8	0.3367	0.56
001.9	0.4196	0.20
002.0	0.4600	0.22
002.1	0.4575	0.70
002.2	0.4158	0.92
002.3	0.3412	0.94
002.4	0.2388	-0.34
002.5	0.1172	-0.26
002.6	-0.0119	-0.58
002.7	-0.1368	-0.74
002.8	-0.2461	-0.84
002.9	-0.3304	-0.80
003.0	-0.3829	-0.80
003.1	-0.3980	0.04
003.2	-0.3760	-0.50
003.3	-0.3195	0.42
003.4	-0.2329	0.58
003.5	-0.1274	-0.14
003.6	-0.0153	-0.10
003.7	0.0919	-0.22
003.8	0.1820	-0.98
003.9	0.2456	-0.92
004.0	0.2785	-0.84
004.1	0.2837	0.92
004.2	0.2636	0.04
004.3	0.2180	-0.46
004.4	0.1536	0.28
004.5	0.0765	-0.56
004.6	-0.0060	-0.24
004.7	-0.0841	0.12
004.8	-0.1519	-0.72
004.9	-0.2015	0.66
005.0	-0.2298	-0.70
005.1	-0.2368	-0.28
005.2	-0.2189	0.94
005.3	-0.1784	0.16
005.4	-0.1240	-0.62
005.5	-0.0592	0.92
005.6	0.0128	0.96
005.7	0.0800	-0.76
005.8	0.1333	-0.46
005.9	0.1712	0.38
006.0	0.1906	-0.34
006.1	0.1897	-0.14
006.2	0.1724	0.86
006.3	0.1424	0.42
006.4	0.0989	-0.76
006.5	0.0484	0.76
006.6	-0.0037	-0.38
006.7	-0.0529	0.30
006.8	-0.0958	-0.70
006.9	-0.1315	-0.98
007.0	-0.1543	0.18
007.1	-0.1587	0.78
007.2	-0.1458	0.06
007.3	-0.1168	0.90
007.4	-0.0740	0.78
007.5	-0.0269	-0.92
007.6	0.0197	0.46
007.7	0.0606	-0.94
007.8	0.0892	-0.94
007.9	0.1055	-0.06
008.0	0.1095	-0.42
008.1	0.1042	0.84
008.2	0.0927	0.74
008.3	0.0727	-0.66
008.4	0.0457	0.16
008.5	0.0137	-0.80
008.6	-0.0181	0.60
008.7	-0.0429	0.92
008.8	-0.0610	-0.26
008.9	-0.0754	-0.96
009.0	-0.0843	-0.14
009.1	-0.0849	0.02
009.2	-0.0774	-0.10
009.3	-0.0620	0.38
009.4	-0.0391	0.54
009.5	-0.0098	0.96
009.6	0.0226	0.56
009.7	0.0542	0.64
009.8	0.0780	-0.88
009.9	0.0905	-0.26
010.0	0.0913	-0.64
010.1	0.0841	0.82
010.2	0.0724	0.58
010.3	0.0537	-0.70
010.4	0.0287	-0.16
010.5	-0.0002	-0.76
010.6	-0.0314	-0.78
010.7	-0.0608	-0.38
010.8	-0.0812	0.92
010.9	-0.0885	0.84
011.0	-0.0862	-0.44
011.1	-0.0745	0.84
011.2	-0.0543	-0.02
011.3	-0.0321	-0.82
011.4	-0.0100	-0.12
011.5	0.0113	-0.18
011.6	0.0297	-0.10
011.7	0.0419	-0.88
011.8	0.0460	-0.54
011.9	0.0425	-0.66
012.0	0.0342	0.18
012.1	0.0234	0.04
012.2	0.0126	0.60
012.3	0.0030	0.24
012.4	-0.0072	-0.52
012.5	-0.0149	0.92
012.6	-0.0162	0.98
012.7	-0.0127	0.40
012.8	-0.0048	0.90
012.9	0.0074	0.84
013.0	0.0189	-0.44
013.1	0.0254	-0.58
013.2	0.0272	-0.30
013.3	0.0237	-0.70
013.4	0.0152	-0.52
013.5	0.0048	0.12
013.6	-0.0041	0.44
013.7	-0.0127	-0.56
013.8	-0.0189	0.76
013.9	-0.0186	0.98
014.0	-0.0151	-0.24
014.1	-0.0106	0.08
014.2	-0.0072	-0.78
014.3	-0.0059	-0.38
014.4	-0.0039	0.42
014.5	-0.0022	-0.58
014.6	-0.0001	0.58
014.7	0.0041	0.36
014.8	0.0089	0.14
014.9	0.0120	-0.34
015.0	0.0109	-0.78
015.1	0.0098	0.98
015.2	0.0113	0.54
015.3	0.0119	-0.36
015.4	0.0124	0.68
015.5	0.0114	-0.60
015.6	0.0065	-0.62
015.7	-0.0016	-0.54
015.8	-0.0081	0.82
015.9	-0.0117	0.04
016.0	-0.0114	0.90
016.1	-0.0101	-0.74
016.2	-0.0071	0.90
016.3	-0.0035	-0.72
016.4	-0.0022	-0.34
016.5	0.0004	0.70
016.6	0.0030	-0.50
016.7	0.0047	0.24
016.8	0.0061	-0.12
016.9	0.0042	-0.90
017.0	-0.0002	-0.06
017.1	-0.0069	-0.92
017.2	-0.0135	0.42
017.3	-0.0193	-0.66
017.4	-0.0227	0.64
017.5	-0.0231	-0.28
017.6	-0.0241	-0.86
017.7	-0.0242	0.14
017.8	-0.0231	-0.50
017.9	-0.0210	-0.10
018.0	-0.0197	-0.90
018.1	-0.0170	0.56
