#t	theta	v
000.0	0.7854	0.00
000.1	0.7458	-0.66
000.2	0.6436	0.48
000.3	0.4892	-0.86
000.4	0.2975	-0.18
000.5	0.0909	0.18
000.6	-0.1071	0.74
000.7	-0.2800	-0.24
000.8	-0.4125	0.88
000.9	-0.4931	0.58
001.0	-0.5197	0.44
001.1	-0.4986	-0.90
001.2	-0.4345	0.24
001.3	-0.3328	0.28
001.4	-0.2072	-0.38
001.5	-0.0680	0.94
001.6	0.0735	0.68
001.7	0.2010	0.14
001.8	0.3030	0.54
001.9	0.3698	-0.36
002.0	0.3978	0.44
002.1	0.3872	-0.22
002.2	0.3382	-0.66
002.3	0.2602	0.42
002.4	0.1614	-0.74
002.5	0.0550	0.90
002.6	-0.0453	0.38
002.7	-0.1304	0.80
002.8	-0.1965	-0.46
002.9	-0.2396	0.32
003.0	-0.2550	0.30
003.1	-0.2468	-0.70
003.2	-0.2160	0.46
003.3	-0.1639	0.40
003.4	-0.1003	-0.48
003.5	-0.0363	-0.94
003.6	0.0262	0.60
003.7	0.0831	-0.20
003.8	0.1277	0.04
003.9	0.1559	-0.34
004.0	0.1642	-0.54
004.1	0.1540	-0.22
004.2	0.1268	-0.58
004.3	0.0860	-0.46
004.4	0.0410	0.72
004.5	-0.0041	-0.38
004.6	-0.0449	0.56
004.7	-0.0805	-0.98
004.8	-0.1057	0.88
004.9	-0.1151	0.34
005.0	-0.1135	-0.44
005.1	-0.1038	-0.36
005.2	-0.0837	0.58
005.3	-0.0555	-0.08
005.4	-0.0277	-0.96
005.5	-0.0006	0.38
005.6	0.0272	0.36
005.7	0.0486	-0.80
005.8	0.0643	0.74
005.9	0.0727	-0.60
006.0	0.0752	0.92
006.1	0.0766	0.96
006.2	0.0702	-0.86
006.3	0.0533	-0.46
006.4	0.0312	0.06
006.5	0.0094	0.40
006.6	-0.0095	0.34
006.7	-0.0227	0.64
006.8	-0.0292	0.48
006.9	-0.0278	0.86
007.0	-0.0229	-0.46
007.1	-0.0206	-0.80
007.2	-0.0174	0.36
007.3	-0.0090	0.74
007.4	0.0039	0.54
007.5	0.0165	-0.20
007.6	0.0274	0.38
007.7	0.0382	0.56
007.8	0.0444	-0.50
007.9	0.0417	-0.72
008.0	0.0348	0.44
008.1	0.0271	0.24
008.2	0.0207	0.70
008.3	0.0168	0.52
008.4	0.0144	0.36
008.5	0.0134	0.40
008.6	0.0136	0.34
008.7	0.0166	0.82
