#t	theta	v
000.0	0.7854	0.00
000.1	0.7454	-0.92
000.2	0.6426	0.88
000.3	0.4891	-0.24
000.4	0.3017	0.94
000.5	0.0987	-0.06
000.6	-0.1005	0.46
000.7	-0.2747	0.84
000.8	-0.4107	-0.06
000.9	-0.5020	-0.54
001.0	-0.5445	-0.62
001.1	-0.5365	-0.22
001.2	-0.4798	0.08
001.3	-0.3818	0.00
001.4	-0.2563	-0.90
001.5	-0.1177	-0.54
001.6	0.0257	0.92
001.7	0.1582	-0.78
001.8	0.2647	-0.34
001.9	0.3408	0.62
002.0	0.3831	0.44
002.1	0.3881	0.06
002.2	0.3556	-0.26
002.3	0.2934	0.86
002.4	0.2102	0.36
002.5	0.1146	0.60
002.6	0.0170	0.62
002.7	-0.0767	-0.56
002.8	-0.1595	-0.14
002.9	-0.2231	-0.22
003.0	-0.2635	-0.38
003.1	-0.2796	-0.74
003.2	-0.2713	-0.42
003.3	-0.2416	-0.98
003.4	-0.1908	0.74
003.5	-0.1231	-0.10
003.6	-0.0472	0.18
003.7	0.0271	-0.68
003.8	0.0902	-0.76
003.9	0.1364	-0.84
004.0	0.1638	-0.24
004.1	0.1739	0.18
004.2	0.1654	-0.54
004.3	0.1382	-0.62
004.4	0.0960	-0.56
004.5	0.0444	-0.36
004.6	-0.0119	-0.78
004.7	-0.0639	0.60
004.8	-0.1022	0.90
004.9	-0.1279	-0.56
005.0	-0.1437	-0.74
005.1	-0.1475	-0.30
005.2	-0.1401	-0.78
005.3	-0.1213	0.16
005.4	-0.0897	0.52
005.5	-0.0496	0.16
005.6	-0.0074	-0.26
005.7	0.0326	0.08
005.8	0.0643	-0.96
005.9	0.0838	-0.50
006.0	0.0897	-0.98
006.1	0.0869	0.86
006.2	0.0794	0.42
006.3	0.0639	-0.58
006.4	0.0404	-0.40
006.5	0.0104	-0.90
006.6	-0.0216	-0.16
006.7	-0.0516	-0.46
006.8	-0.0772	-0.38
006.9	-0.0922	0.86
007.0	-0.0941	0.32
007.1	-0.0850	0.34
007.2	-0.0704	-0.94
007.3	-0.0534	-0.36
007.4	-0.0357	-0.80
007.5	-0.0171	0.18
007.6	-0.0006	-0.96
007.7	0.0105	-0.66
007.8	0.0151	-0.94
007.9	0.0142	-0.44
008.0	0.0095	-0.42
008.1	0.0030	-0.04
008.2	-0.0011	0.78
008.3	-0.0033	-0.14
008.4	-0.0056	-0.08
008.5	-0.0049	0.80
008.6	-0.0021	-0.14
008.7	-0.0020	-0.70
008.8	-0.0042	-0.26
008.9	-0.0066	0.02
009.0	-0.0062	0.58
009.1	-0.0048	-0.32
009.2	-0.0034	0.14
009.3	-0.0026	-0.36
009.4	-0.0044	-0.62
009.5	-0.0045	0.90
009.6	0.0002	0.60
009.7	0.0032	-0.88
009.8	0.0068	1.00
009.9	0.0089	-0.96
010.0	0.0060	-0.50
010.1	0.0014	-0.02
010.2	-0.0031	0.04
010.3	-0.0044	0.78
010.4	-0.0044	-0.38
010.5	-0.0059	-0.30
010.6	-0.0097	-0.68
010.7	-0.0169	-0.86
010.8	-0.0251	-0.28
010.9	-0.0337	-0.78
011.0	-0.0433	-0.88
011.1	-0.0497	0.26
011.2	-0.0522	-0.62
011.3	-0.0501	0.30
011.4	-0.0423	0.08
011.5	-0.0312	-0.14
011.6	-0.0180	0.00
011.7	-0.0048	-0.28
011.8	0.0099	0.76
011.9	0.0271	0.78
012.0	0.0440	0.36
012.1	0.0562	-0.10
012.2	0.0623	0.08
012.3	0.0650	0.86
012.4	0.0611	-0.74
012.5	0.0519	0.70
012.6	0.0395	-0.14
012.7	0.0263	0.80
012.8	0.0125	-0.28
012.9	-0.0022	0.08
013.0	-0.0185	-0.92
013.1	-0.0370	-0.78
013.2	-0.0498	0.96
013.3	-0.0568	-0.70
013.4	-0.0586	0.34
013.5	-0.0560	-0.68
013.6	-0.0527	-0.88
013.7	-0.0484	-0.52
013.8	-0.0391	0.62
013.9	-0.0232	0.54
014.0	-0.0071	-0.76
014.1	0.0080	0.36
014.2	0.0203	-0.64
014.3	0.0304	0.66
014.4	0.0394	0.24
014.5	0.0421	-0.82
014.6	0.0377	-0.26
014.7	0.0265	-0.84
014.8	0.0126	0.42
014.9	0.0003	0.30
015.0	-0.0079	0.80
015.1	-0.0118	0.32
015.2	-0.0114	0.66
015.3	-0.0107	-0.76
015.4	-0.0096	0.40
015.5	-0.0038	0.88
015.6	0.0045	0.08
015.7	0.0138	0.52
015.8	0.0224	-0.04
015.9	0.0273	-0.30
016.0	0.0299	0.44
016.1	0.0292	-0.44
016.2	0.0255	0.26
016.3	0.0181	-0.64
016.4	0.0049	-0.88
016.5	-0.0081	0.66
016.6	-0.0153	0.82
