#t	theta	v
000.0	0.7854	0.00
000.1	0.7485	0.82
000.2	0.6479	0.08
000.3	0.4936	0.58
000.4	0.2988	-0.80
000.5	0.0825	0.32
000.6	-0.1335	-0.34
000.7	-0.3298	-0.56
000.8	-0.4889	-0.38
000.9	-0.5954	0.62
001.0	-0.6429	-0.36
001.1	-0.6296	0.54
001.2	-0.5591	-0.20
001.3	-0.4395	0.32
001.4	-0.2837	-0.54
001.5	-0.1075	0.16
001.6	0.0742	0.84
001.7	0.2430	-0.06
001.8	0.3827	0.50
001.9	0.4795	-1.00
002.0	0.5272	0.58
002.1	0.5245	-0.16
002.2	0.4720	-0.48
002.3	0.3750	-0.82
002.4	0.2457	0.42
002.5	0.0997	0.52
002.6	-0.0482	0.52
002.7	-0.1860	-0.60
002.8	-0.2999	0.74
002.9	-0.3777	0.82
003.0	-0.4155	-0.10
003.1	-0.4111	0.76
003.2	-0.3664	0.14
003.3	-0.2889	-0.20
003.4	-0.1867	0.12
003.5	-0.0690	0.66
003.6	0.0525	0.24
003.7	0.1627	-0.86
003.8	0.2527	0.62
003.9	0.3165	0.30
004.0	0.3467	-0.60
004.1	0.3424	0.36
004.2	0.3063	0.04
004.3	0.2417	-0.32
004.4	0.1561	0.18
004.5	0.0576	-0.72
004.6	-0.0434	0.22
004.7	-0.1376	-0.80
004.8	-0.2164	-0.12
004.9	-0.2730	-0.78
005.0	-0.3044	-0.92
005.1	-0.3060	0.46
005.2	-0.2754	0.96
005.3	-0.2176	0.18
005.4	-0.1397	0.50
005.5	-0.0516	-0.52
005.6	0.0353	-0.84
005.7	0.1150	0.46
005.8	0.1815	0.16
005.9	0.2278	-0.12
006.0	0.2487	-0.68
006.1	0.2455	0.84
006.2	0.2216	0.74
006.3	0.1784	-0.08
006.4	0.1216	0.96
006.5	0.0569	0.06
006.6	-0.0091	0.68
006.7	-0.0688	0.80
006.8	-0.1189	-0.36
006.9	-0.1544	0.76
007.0	-0.1743	-0.98
007.1	-0.1764	0.90
007.2	-0.1598	-0.04
007.3	-0.1273	0.58
007.4	-0.0814	0.58
007.5	-0.0275	0.40
007.6	0.0288	0.58
007.7	0.0819	0.34
007.8	0.1249	-0.30
007.9	0.1541	0.28
008.0	0.1681	0.14
008.1	0.1657	0.14
008.2	0.1470	-0.30
008.3	0.1149	0.30
008.4	0.0735	0.02
008.5	0.0249	-0.78
008.6	-0.0251	0.20
008.7	-0.0703	0.04
008.8	-0.1052	0.74
008.9	-0.1278	-0.26
009.0	-0.1383	-0.36
009.1	-0.1370	-0.62
